State,District,Vegetable Name,Unit,Market Price,Retail Price (Min),Retail Price (Max),Shopping Mall Price (Min),Shopping Mall Price (Max)
Andhra Pradesh,Eluru,Beetroot,Kg / Pcs, 30, 35 , 38,36 , 50
Andhra Pradesh,Eluru,Bell Pepper (Capsicum),Kg / Pcs, 43, 49 , 55,52 , 71
Andhra Pradesh,Eluru,Bitter gourd,Kg / Pcs, 33, 38 , 42,40 , 54
Andhra Pradesh,Eluru,Bottlegourd,Kg / Pcs, 22, 25 , 28,26 , 36
Andhra Pradesh,Eluru,Butter beans,Kg / Pcs, 45, 52 , 57,54 , 74
Andhra Pradesh,Eluru,"Broad beans (Fava beans, lima beans)",Kg / Pcs, 50, 58 , 64,60 , 83
Andhra Pradesh,Eluru,Cabbage,Kg / Pcs, 21, 24 , 27,25 , 35
Andhra Pradesh,Eluru,Carrot,Kg / Pcs, 32, 37 , 41,38 , 53
Andhra Pradesh,Eluru,Cauliflower,Kg / Pcs, 25, 29 , 32,30 , 41
Andhra Pradesh,Eluru,Cluster beans,Kg / Pcs, 41, 47 , 52,49 , 68
Andhra Pradesh,Eluru,Coconut (fresh),Kg / Pcs, 35, 40 , 44,42 , 58
Andhra Pradesh,Eluru,Colocasia leaves (Taro leaves),Kg / Pcs, 14, 16 , 18,17 , 23
Andhra Pradesh,Eluru,Colocasia roots (Taro roots),Kg / Pcs, 27, 31 , 34,32 , 45
Andhra Pradesh,Eluru,Coriander leaves (Cilantro),Kg / Pcs, 12, 14 , 15,14 , 20
Andhra Pradesh,Eluru,Corn,Kg / Pcs, 29, 33 , 37,35 , 48
Andhra Pradesh,Eluru,Cucumber,Kg / Pcs, 28, 32 , 36,34 , 46
Andhra Pradesh,Eluru,Curry leaves,Kg / Pcs, 27, 31 , 34,32 , 45
Andhra Pradesh,Eluru,Dill leaves,Kg / Pcs, 11, 13 , 14,13 , 18
Andhra Pradesh,Eluru,Drumsticks,Kg / Pcs, 90, 104 , 114,108 , 149
Andhra Pradesh,Eluru,Eggplant (Brinjal or Aubergine),Kg / Pcs, 26, 30 , 33,31 , 43
Andhra Pradesh,Eluru,Brinjal ( Big ),Kg / Pcs, 25, 29 , 32,30 , 41
Andhra Pradesh,Eluru,Elephant Yam,Kg / Pcs, 24, 28 , 30,29 , 40
Andhra Pradesh,Eluru,Fenugreek leaves,Kg / Pcs, 10, 12 , 13,12 , 17
Andhra Pradesh,Eluru,French Beans (Green beans),Kg / Pcs, 57, 66 , 72,68 , 94
Andhra Pradesh,Eluru,Garlic,Kg / Pcs, 140, 161 , 178,168 , 231
Andhra Pradesh,Eluru,Ginger,Kg / Pcs, 102, 117 , 130,122 , 168
Andhra Pradesh,Eluru,Green chili,Kg / Pcs, 46, 53 , 58,55 , 76
Andhra Pradesh,Eluru,Green onion (Scallian or Spring onion),Kg / Pcs, 43, 49 , 55,52 , 71
Andhra Pradesh,Eluru,Green peas,Kg / Pcs, 75, 86 , 95,90 , 124
Andhra Pradesh,Eluru,Ivy gourd,Kg / Pcs, 27, 31 , 34,32 , 45
Andhra Pradesh,Eluru,Lemon (Lime),Kg / Pcs, 66, 76 , 84,79 , 109
Andhra Pradesh,Eluru,Mango,Kg / Pcs, 72, 83 , 91,86 , 119
Andhra Pradesh,Eluru,Mint leaves,Kg / Pcs, 3, 3 , 4,4 , 5
Andhra Pradesh,Eluru,Mushroom,Kg / Pcs, 84, 97 , 107,101 , 139
Andhra Pradesh,Eluru,Mustard leaves,Kg / Pcs, 16, 18 , 20,19 , 26
Andhra Pradesh,Eluru,Okra (Ladies finger),Kg / Pcs, 42, 48 , 53,50 , 69
Andhra Pradesh,Eluru,Onion Big,Kg / Pcs, 61, 70 , 77,73 , 101
Andhra Pradesh,Eluru,Onion Small,Kg / Pcs, 127, 146 , 161,152 , 210
Andhra Pradesh,Eluru,Plantain (raw banana),Kg / Pcs, 10, 12 , 13,12 , 17
Andhra Pradesh,Eluru,Potato,Kg / Pcs, 33, 38 , 42,40 , 54
Andhra Pradesh,Eluru,Pumpkin,Kg / Pcs, 18, 21 , 23,22 , 30
Andhra Pradesh,Eluru,Radish (Daikon),Kg / Pcs, 33, 38 , 42,40 , 54
Andhra Pradesh,Eluru,Ridge gourd,Kg / Pcs, 30, 35 , 38,36 , 50
Andhra Pradesh,Eluru,Shallot (pearl onion),Kg / Pcs, 34, 39 , 43,41 , 56
Andhra Pradesh,Eluru,Snake gourd,Kg / Pcs, 25, 29 , 32,30 , 41
Andhra Pradesh,Eluru,Sorrel leaves,Kg / Pcs, 13, 15 , 17,16 , 21
Andhra Pradesh,Eluru,Spinach,Kg / Pcs, 17, 20 , 22,20 , 28
Andhra Pradesh,Eluru,Sweet potato,Kg / Pcs, 37, 43 , 47,44 , 61
Andhra Pradesh,Eluru,Tomato,Kg / Pcs, 28, 32 , 36,34 , 46
Andhra Pradesh,Guntur,Amaranth leaves,Kg / Pcs, 13, 15 , 17,16 , 21
Andhra Pradesh,Guntur,Amla,Kg / Pcs, 70, 81 , 89,84 , 116
Andhra Pradesh,Guntur,Ash gourd,Kg / Pcs, 19, 22 , 24,23 , 31
Andhra Pradesh,Guntur,Baby corn,Kg / Pcs, 56, 64 , 71,67 , 92
Andhra Pradesh,Guntur,Banana flower,Kg / Pcs, 20, 23 , 25,24 , 33
Andhra Pradesh,Guntur,Beetroot,Kg / Pcs, 29, 33 , 37,35 , 48
Andhra Pradesh,Guntur,Bell Pepper (Capsicum),Kg / Pcs, 48, 55 , 61,58 , 79
Andhra Pradesh,Guntur,Bitter gourd,Kg / Pcs, 31, 36 , 39,37 , 51
Andhra Pradesh,Guntur,Bottlegourd,Kg / Pcs, 22, 25 , 28,26 , 36
Andhra Pradesh,Guntur,Butter beans,Kg / Pcs, 50, 58 , 64,60 , 83
Andhra Pradesh,Guntur,"Broad beans (Fava beans, lima beans)",Kg / Pcs, 51, 59 , 65,61 , 84
Andhra Pradesh,Guntur,Cabbage,Kg / Pcs, 19, 22 , 24,23 , 31
Andhra Pradesh,Guntur,Carrot,Kg / Pcs, 31, 36 , 39,37 , 51
Andhra Pradesh,Guntur,Cauliflower,Kg / Pcs, 24, 28 , 30,29 , 40
Andhra Pradesh,Guntur,Cluster beans,Kg / Pcs, 45, 52 , 57,54 , 74
Andhra Pradesh,Guntur,Coconut (fresh),Kg / Pcs, 36, 41 , 46,43 , 59
Andhra Pradesh,Guntur,Colocasia leaves (Taro leaves),Kg / Pcs, 12, 14 , 15,14 , 20
Andhra Pradesh,Guntur,Colocasia roots (Taro roots),Kg / Pcs, 26, 30 , 33,31 , 43
Andhra Pradesh,Guntur,Coriander leaves (Cilantro),Kg / Pcs, 10, 12 , 13,12 , 17
Andhra Pradesh,Guntur,Corn,Kg / Pcs, 29, 33 , 37,35 , 48
Andhra Pradesh,Guntur,Cucumber,Kg / Pcs, 28, 32 , 36,34 , 46
Andhra Pradesh,Guntur,Curry leaves,Kg / Pcs, 26, 30 , 33,31 , 43
Andhra Pradesh,Guntur,Dill leaves,Kg / Pcs, 10, 12 , 13,12 , 17
Andhra Pradesh,Guntur,Drumsticks,Kg / Pcs, 80, 92 , 102,96 , 132
Andhra Pradesh,Guntur,Eggplant (Brinjal or Aubergine),Kg / Pcs, 26, 30 , 33,31 , 43
Andhra Pradesh,Guntur,Brinjal ( Big ),Kg / Pcs, 25, 29 , 32,30 , 41
Andhra Pradesh,Guntur,Elephant Yam,Kg / Pcs, 25, 29 , 32,30 , 41
Andhra Pradesh,Guntur,Fenugreek leaves,Kg / Pcs, 11, 13 , 14,13 , 18
Andhra Pradesh,Guntur,French Beans (Green beans),Kg / Pcs, 58, 67 , 74,70 , 96
Andhra Pradesh,Guntur,Garlic,Kg / Pcs, 147, 169 , 187,176 , 243
Andhra Pradesh,Guntur,Ginger,Kg / Pcs, 104, 120 , 132,125 , 172
Andhra Pradesh,Guntur,Green chili,Kg / Pcs, 44, 51 , 56,53 , 73
Andhra Pradesh,Guntur,Green onion (Scallian or Spring onion),Kg / Pcs, 38, 44 , 48,46 , 63
Andhra Pradesh,Guntur,Green peas,Kg / Pcs, 77, 89 , 98,92 , 127
Andhra Pradesh,Guntur,Ivy gourd,Kg / Pcs, 28, 32 , 36,34 , 46
Andhra Pradesh,Guntur,Lemon (Lime),Kg / Pcs, 62, 71 , 79,74 , 102
Andhra Pradesh,Guntur,Mango,Kg / Pcs, 75, 86 , 95,90 , 124
Andhra Pradesh,Guntur,Mint leaves,Kg / Pcs, 3, 3 , 4,4 , 5
Andhra Pradesh,Guntur,Mushroom,Kg / Pcs, 85, 98 , 108,102 , 140
Andhra Pradesh,Guntur,Mustard leaves,Kg / Pcs, 12, 14 , 15,14 , 20
Andhra Pradesh,Guntur,Okra (Ladies finger),Kg / Pcs, 36, 41 , 46,43 , 59
Andhra Pradesh,Guntur,Onion Big,Kg / Pcs, 63, 72 , 80,76 , 104
Andhra Pradesh,Guntur,Onion Small,Kg / Pcs, 129, 148 , 164,155 , 213
Andhra Pradesh,Guntur,Plantain (raw banana),Kg / Pcs, 6, 7 , 8,7 , 10
Andhra Pradesh,Guntur,Potato,Kg / Pcs, 34, 39 , 43,41 , 56
Andhra Pradesh,Guntur,Pumpkin,Kg / Pcs, 18, 21 , 23,22 , 30
Andhra Pradesh,Guntur,Radish (Daikon),Kg / Pcs, 34, 39 , 43,41 , 56
Andhra Pradesh,Guntur,Ridge gourd,Kg / Pcs, 30, 35 , 38,36 , 50
Andhra Pradesh,Guntur,Shallot (pearl onion),Kg / Pcs, 34, 39 , 43,41 , 56
Andhra Pradesh,Guntur,Snake gourd,Kg / Pcs, 26, 30 , 33,31 , 43
Andhra Pradesh,Guntur,Sorrel leaves,Kg / Pcs, 11, 13 , 14,13 , 18
Andhra Pradesh,Guntur,Spinach,Kg / Pcs, 14, 16 , 18,17 , 23
Andhra Pradesh,Guntur,Sweet potato,Kg / Pcs, 38, 44 , 48,46 , 63
Andhra Pradesh,Guntur,Tomato,Kg / Pcs, 29, 33 , 37,35 , 48
Andhra Pradesh,Kadapa,Amaranth leaves,Kg / Pcs, 12, 14 , 15,14 , 20
Andhra Pradesh,Kadapa,Amla,Kg / Pcs, 75, 86 , 95,90 , 124
Andhra Pradesh,Kadapa,Ash gourd,Kg / Pcs, 17, 20 , 22,20 , 28
Andhra Pradesh,Kadapa,Baby corn,Kg / Pcs, 65, 75 , 83,78 , 107
Andhra Pradesh,Kadapa,Banana flower,Kg / Pcs, 18, 21 , 23,22 , 30
Andhra Pradesh,Kadapa,Beetroot,Kg / Pcs, 28, 32 , 36,34 , 46
Andhra Pradesh,Kadapa,Bell Pepper (Capsicum),Kg / Pcs, 48, 55 , 61,58 , 79
Andhra Pradesh,Kadapa,Bitter gourd,Kg / Pcs, 32, 37 , 41,38 , 53
Andhra Pradesh,Kadapa,Bottlegourd,Kg / Pcs, 22, 25 , 28,26 , 36
Andhra Pradesh,Kadapa,Butter beans,Kg / Pcs, 47, 54 , 60,56 , 78
Andhra Pradesh,Kadapa,"Broad beans (Fava beans, lima beans)",Kg / Pcs, 47, 54 , 60,56 , 78
Andhra Pradesh,Kadapa,Cabbage,Kg / Pcs, 20, 23 , 25,24 , 33
Andhra Pradesh,Kadapa,Carrot,Kg / Pcs, 30, 35 , 38,36 , 50
Andhra Pradesh,Kadapa,Cauliflower,Kg / Pcs, 24, 28 , 30,29 , 40
Andhra Pradesh,Kadapa,Cluster beans,Kg / Pcs, 40, 46 , 51,48 , 66
Andhra Pradesh,Kadapa,Coconut (fresh),Kg / Pcs, 36, 41 , 46,43 , 59
Andhra Pradesh,Kadapa,Colocasia leaves (Taro leaves),Kg / Pcs, 18, 21 , 23,22 , 30
Andhra Pradesh,Kadapa,Colocasia roots (Taro roots),Kg / Pcs, 26, 30 , 33,31 , 43
Andhra Pradesh,Kadapa,Coriander leaves (Cilantro),Kg / Pcs, 10, 12 , 13,12 , 17
Andhra Pradesh,Kadapa,Corn,Kg / Pcs, 28, 32 , 36,34 , 46
Andhra Pradesh,Kadapa,Cucumber,Kg / Pcs, 30, 35 , 38,36 , 50
Andhra Pradesh,Kadapa,Curry leaves,Kg / Pcs, 26, 30 , 33,31 , 43
Andhra Pradesh,Kadapa,Dill leaves,Kg / Pcs, 12, 14 , 15,14 , 20
Andhra Pradesh,Kadapa,Drumsticks,Kg / Pcs, 90, 104 , 114,108 , 149
Andhra Pradesh,Kadapa,Eggplant (Brinjal or Aubergine),Kg / Pcs, 24, 28 , 30,29 , 40
Andhra Pradesh,Kadapa,Brinjal ( Big ),Kg / Pcs, 26, 30 , 33,31 , 43
Andhra Pradesh,Kadapa,Elephant Yam,Kg / Pcs, 24, 28 , 30,29 , 40
Andhra Pradesh,Kadapa,Fenugreek leaves,Kg / Pcs, 10, 12 , 13,12 , 17
Andhra Pradesh,Kadapa,French Beans (Green beans),Kg / Pcs, 58, 67 , 74,70 , 96
Andhra Pradesh,Kadapa,Garlic,Kg / Pcs, 147, 169 , 187,176 , 243
Andhra Pradesh,Kadapa,Ginger,Kg / Pcs, 95, 109 , 121,114 , 157
Andhra Pradesh,Kadapa,Green chili,Kg / Pcs, 42, 48 , 53,50 , 69
Andhra Pradesh,Kadapa,Green onion (Scallian or Spring onion),Kg / Pcs, 40, 46 , 51,48 , 66
Andhra Pradesh,Kadapa,Green peas,Kg / Pcs, 77, 89 , 98,92 , 127
Andhra Pradesh,Kadapa,Ivy gourd,Kg / Pcs, 26, 30 , 33,31 , 43
Andhra Pradesh,Kadapa,Lemon (Lime),Kg / Pcs, 67, 77 , 85,80 , 111
Andhra Pradesh,Kadapa,Mango,Kg / Pcs, 74, 85 , 94,89 , 122
Andhra Pradesh,Kadapa,Mint leaves,Kg / Pcs, 4, 5 , 5,5 , 7
Andhra Pradesh,Kadapa,Mushroom,Kg / Pcs, 81, 93 , 103,97 , 134
Andhra Pradesh,Kadapa,Mustard leaves,Kg / Pcs, 12, 14 , 15,14 , 20
Andhra Pradesh,Kadapa,Okra (Ladies finger),Kg / Pcs, 35, 40 , 44,42 , 58
Andhra Pradesh,Kadapa,Onion Big,Kg / Pcs, 64, 74 , 81,77 , 106
Andhra Pradesh,Kadapa,Onion Small,Kg / Pcs, 128, 147 , 163,154 , 211
Andhra Pradesh,Kadapa,Plantain (raw banana),Kg / Pcs, 7, 8 , 9,8 , 12
Andhra Pradesh,Kadapa,Potato,Kg / Pcs, 29, 33 , 37,35 , 48
Andhra Pradesh,Kadapa,Pumpkin,Kg / Pcs, 23, 26 , 29,28 , 38
Andhra Pradesh,Kadapa,Radish (Daikon),Kg / Pcs, 30, 35 , 38,36 , 50
Andhra Pradesh,Kadapa,Ridge gourd,Kg / Pcs, 32, 37 , 41,38 , 53
Andhra Pradesh,Kadapa,Shallot (pearl onion),Kg / Pcs, 33, 38 , 42,40 , 54
Andhra Pradesh,Kadapa,Snake gourd,Kg / Pcs, 26, 30 , 33,31 , 43
Andhra Pradesh,Kadapa,Sorrel leaves,Kg / Pcs, 15, 17 , 19,18 , 25
Andhra Pradesh,Kadapa,Spinach,Kg / Pcs, 13, 15 , 17,16 , 21
Andhra Pradesh,Kadapa,Sweet potato,Kg / Pcs, 39, 45 , 50,47 , 64
Andhra Pradesh,Kadapa,Tomato,Kg / Pcs, 29, 33 , 37,35 , 48
Andhra Pradesh,Kakinada,Amaranth leaves,Kg / Pcs, 14, 16 , 18,17 , 23
Andhra Pradesh,Kakinada,Amla,Kg / Pcs, 85, 98 , 108,102 , 140
Andhra Pradesh,Kakinada,Ash gourd,Kg / Pcs, 17, 20 , 22,20 , 28
Andhra Pradesh,Kakinada,Baby corn,Kg / Pcs, 64, 74 , 81,77 , 106
Andhra Pradesh,Kakinada,Banana flower,Kg / Pcs, 20, 23 , 25,24 , 33
Andhra Pradesh,Kakinada,Beetroot,Kg / Pcs, 32, 37 , 41,38 , 53
Andhra Pradesh,Kakinada,Bell Pepper (Capsicum),Kg / Pcs, 42, 48 , 53,50 , 69
Andhra Pradesh,Kakinada,Bitter gourd,Kg / Pcs, 31, 36 , 39,37 , 51
Andhra Pradesh,Kakinada,Bottlegourd,Kg / Pcs, 22, 25 , 28,26 , 36
Andhra Pradesh,Kakinada,Butter beans,Kg / Pcs, 48, 55 , 61,58 , 79
Andhra Pradesh,Kakinada,"Broad beans (Fava beans, lima beans)",Kg / Pcs, 50, 58 , 64,60 , 83
Andhra Pradesh,Kakinada,Cabbage,Kg / Pcs, 21, 24 , 27,25 , 35
Andhra Pradesh,Kakinada,Carrot,Kg / Pcs, 30, 35 , 38,36 , 50
Andhra Pradesh,Kakinada,Cauliflower,Kg / Pcs, 27, 31 , 34,32 , 45
Andhra Pradesh,Kakinada,Cluster beans,Kg / Pcs, 43, 49 , 55,52 , 71
Andhra Pradesh,Kakinada,Coconut (fresh),Kg / Pcs, 33, 38 , 42,40 , 54
Andhra Pradesh,Kakinada,Colocasia leaves (Taro leaves),Kg / Pcs, 14, 16 , 18,17 , 23
Andhra Pradesh,Kakinada,Colocasia roots (Taro roots),Kg / Pcs, 25, 29 , 32,30 , 41
Andhra Pradesh,Kakinada,Coriander leaves (Cilantro),Kg / Pcs, 9, 10 , 11,11 , 15
Andhra Pradesh,Kakinada,Corn,Kg / Pcs, 29, 33 , 37,35 , 48
Andhra Pradesh,Kakinada,Cucumber,Kg / Pcs, 30, 35 , 38,36 , 50
Andhra Pradesh,Kakinada,Curry leaves,Kg / Pcs, 29, 33 , 37,35 , 48
Andhra Pradesh,Kakinada,Dill leaves,Kg / Pcs, 12, 14 , 15,14 , 20
Andhra Pradesh,Kakinada,Drumsticks,Kg / Pcs, 90, 104 , 114,108 , 149
Andhra Pradesh,Kakinada,Eggplant (Brinjal or Aubergine),Kg / Pcs, 23, 26 , 29,28 , 38
Andhra Pradesh,Kakinada,Brinjal ( Big ),Kg / Pcs, 21, 24 , 27,25 , 35
Andhra Pradesh,Kakinada,Elephant Yam,Kg / Pcs, 25, 29 , 32,30 , 41
Andhra Pradesh,Kakinada,Fenugreek leaves,Kg / Pcs, 11, 13 , 14,13 , 18
Andhra Pradesh,Kakinada,French Beans (Green beans),Kg / Pcs, 55, 63 , 70,66 , 91
Andhra Pradesh,Kakinada,Garlic,Kg / Pcs, 143, 164 , 182,172 , 236
Andhra Pradesh,Kakinada,Ginger,Kg / Pcs, 109, 125 , 138,131 , 180
Andhra Pradesh,Kakinada,Green chili,Kg / Pcs, 40, 46 , 51,48 , 66
Andhra Pradesh,Kakinada,Green onion (Scallian or Spring onion),Kg / Pcs, 41, 47 , 52,49 , 68
Andhra Pradesh,Kakinada,Green peas,Kg / Pcs, 76, 87 , 97,91 , 125
Andhra Pradesh,Kakinada,Ivy gourd,Kg / Pcs, 22, 25 , 28,26 , 36
Andhra Pradesh,Kakinada,Lemon (Lime),Kg / Pcs, 63, 72 , 80,76 , 104
Andhra Pradesh,Kakinada,Mango,Kg / Pcs, 73, 84 , 93,88 , 120
Andhra Pradesh,Kakinada,Mint leaves,Kg / Pcs, 5, 6 , 6,6 , 8
Andhra Pradesh,Kakinada,Mushroom,Kg / Pcs, 92, 106 , 117,110 , 152
Andhra Pradesh,Kakinada,Mustard leaves,Kg / Pcs, 18, 21 , 23,22 , 30
Andhra Pradesh,Kakinada,Okra (Ladies finger),Kg / Pcs, 38, 44 , 48,46 , 63
Andhra Pradesh,Kakinada,Onion Big,Kg / Pcs, 64, 74 , 81,77 , 106
Andhra Pradesh,Kakinada,Onion Small,Kg / Pcs, 127, 146 , 161,152 , 210
Andhra Pradesh,Kakinada,Plantain (raw banana),Kg / Pcs, 8, 9 , 10,10 , 13
Andhra Pradesh,Kakinada,Potato,Kg / Pcs, 34, 39 , 43,41 , 56
Andhra Pradesh,Kakinada,Pumpkin,Kg / Pcs, 22, 25 , 28,26 , 36
Andhra Pradesh,Kakinada,Radish (Daikon),Kg / Pcs, 28, 32 , 36,34 , 46
Andhra Pradesh,Kakinada,Ridge gourd,Kg / Pcs, 28, 32 , 36,34 , 46
Andhra Pradesh,Kakinada,Shallot (pearl onion),Kg / Pcs, 36, 41 , 46,43 , 59
Andhra Pradesh,Kakinada,Snake gourd,Kg / Pcs, 28, 32 , 36,34 , 46
Andhra Pradesh,Kakinada,Sorrel leaves,Kg / Pcs, 13, 15 , 17,16 , 21
Andhra Pradesh,Kakinada,Spinach,Kg / Pcs, 17, 20 , 22,20 , 28
Andhra Pradesh,Kakinada,Sweet potato,Kg / Pcs, 36, 41 , 46,43 , 59
Andhra Pradesh,Kakinada,Tomato,Kg / Pcs, 30, 35 , 38,36 , 50
Andhra Pradesh,Kurnool,Amaranth leaves,Kg / Pcs, 13, 15 , 17,16 , 21
Andhra Pradesh,Kurnool,Amla,Kg / Pcs, 85, 98 , 108,102 , 140
Andhra Pradesh,Kurnool,Ash gourd,Kg / Pcs, 17, 20 , 22,20 , 28
Andhra Pradesh,Kurnool,Baby corn,Kg / Pcs, 65, 75 , 83,78 , 107
Andhra Pradesh,Kurnool,Banana flower,Kg / Pcs, 22, 25 , 28,26 , 36
Andhra Pradesh,Kurnool,Beetroot,Kg / Pcs, 32, 37 , 41,38 , 53
Andhra Pradesh,Kurnool,Bell Pepper (Capsicum),Kg / Pcs, 50, 58 , 64,60 , 83
Andhra Pradesh,Kurnool,Bitter gourd,Kg / Pcs, 34, 39 , 43,41 , 56
Andhra Pradesh,Kurnool,Bottlegourd,Kg / Pcs, 23, 26 , 29,28 , 38
Andhra Pradesh,Kurnool,Butter beans,Kg / Pcs, 50, 58 , 64,60 , 83
Andhra Pradesh,Kurnool,"Broad beans (Fava beans, lima beans)",Kg / Pcs, 51, 59 , 65,61 , 84
Andhra Pradesh,Kurnool,Cabbage,Kg / Pcs, 17, 20 , 22,20 , 28
Andhra Pradesh,Kurnool,Carrot,Kg / Pcs, 30, 35 , 38,36 , 50
Andhra Pradesh,Kurnool,Cauliflower,Kg / Pcs, 25, 29 , 32,30 , 41
Andhra Pradesh,Kurnool,Cluster beans,Kg / Pcs, 41, 47 , 52,49 , 68
Andhra Pradesh,Kurnool,Coconut (fresh),Kg / Pcs, 36, 41 , 46,43 , 59
Andhra Pradesh,Kurnool,Colocasia leaves (Taro leaves),Kg / Pcs, 13, 15 , 17,16 , 21
Andhra Pradesh,Kurnool,Colocasia roots (Taro roots),Kg / Pcs, 25, 29 , 32,30 , 41
Andhra Pradesh,Kurnool,Coriander leaves (Cilantro),Kg / Pcs, 8, 9 , 10,10 , 13
Andhra Pradesh,Kurnool,Corn,Kg / Pcs, 29, 33 , 37,35 , 48
Andhra Pradesh,Kurnool,Cucumber,Kg / Pcs, 27, 31 , 34,32 , 45
Andhra Pradesh,Kurnool,Curry leaves,Kg / Pcs, 26, 30 , 33,31 , 43
Andhra Pradesh,Kurnool,Dill leaves,Kg / Pcs, 10, 12 , 13,12 , 17
Andhra Pradesh,Kurnool,Drumsticks,Kg / Pcs, 90, 104 , 114,108 , 149
Andhra Pradesh,Kurnool,Eggplant (Brinjal or Aubergine),Kg / Pcs, 25, 29 , 32,30 , 41
Andhra Pradesh,Kurnool,Brinjal ( Big ),Kg / Pcs, 23, 26 , 29,28 , 38
Andhra Pradesh,Kurnool,Elephant Yam,Kg / Pcs, 30, 35 , 38,36 , 50
Andhra Pradesh,Kurnool,Fenugreek leaves,Kg / Pcs, 12, 14 , 15,14 , 20
Andhra Pradesh,Kurnool,French Beans (Green beans),Kg / Pcs, 53, 61 , 67,64 , 87
Andhra Pradesh,Kurnool,Garlic,Kg / Pcs, 141, 162 , 179,169 , 233
Andhra Pradesh,Kurnool,Ginger,Kg / Pcs, 98, 113 , 124,118 , 162
Andhra Pradesh,Kurnool,Green chili,Kg / Pcs, 43, 49 , 55,52 , 71
Andhra Pradesh,Kurnool,Green onion (Scallian or Spring onion),Kg / Pcs, 43, 49 , 55,52 , 71
Andhra Pradesh,Kurnool,Green peas,Kg / Pcs, 76, 87 , 97,91 , 125
Andhra Pradesh,Kurnool,Ivy gourd,Kg / Pcs, 23, 26 , 29,28 , 38
Andhra Pradesh,Kurnool,Lemon (Lime),Kg / Pcs, 68, 78 , 86,82 , 112
Andhra Pradesh,Kurnool,Mango,Kg / Pcs, 75, 86 , 95,90 , 124
Andhra Pradesh,Kurnool,Mint leaves,Kg / Pcs, 4, 5 , 5,5 , 7
Andhra Pradesh,Kurnool,Mushroom,Kg / Pcs, 80, 92 , 102,96 , 132
Andhra Pradesh,Kurnool,Mustard leaves,Kg / Pcs, 14, 16 , 18,17 , 23
Andhra Pradesh,Kurnool,Okra (Ladies finger),Kg / Pcs, 41, 47 , 52,49 , 68
Andhra Pradesh,Kurnool,Onion Big,Kg / Pcs, 65, 75 , 83,78 , 107
Andhra Pradesh,Kurnool,Onion Small,Kg / Pcs, 132, 152 , 168,158 , 218
Andhra Pradesh,Kurnool,Plantain (raw banana),Kg / Pcs, 9, 10 , 11,11 , 15
Andhra Pradesh,Kurnool,Potato,Kg / Pcs, 35, 40 , 44,42 , 58
Andhra Pradesh,Kurnool,Pumpkin,Kg / Pcs, 17, 20 , 22,20 , 28
Andhra Pradesh,Kurnool,Radish (Daikon),Kg / Pcs, 30, 35 , 38,36 , 50
Andhra Pradesh,Kurnool,Ridge gourd,Kg / Pcs, 29, 33 , 37,35 , 48
Andhra Pradesh,Kurnool,Shallot (pearl onion),Kg / Pcs, 32, 37 , 41,38 , 53
Andhra Pradesh,Kurnool,Snake gourd,Kg / Pcs, 24, 28 , 30,29 , 40
Andhra Pradesh,Kurnool,Sorrel leaves,Kg / Pcs, 13, 15 , 17,16 , 21
Andhra Pradesh,Kurnool,Spinach,Kg / Pcs, 15, 17 , 19,18 , 25
Andhra Pradesh,Kurnool,Sweet potato,Kg / Pcs, 36, 41 , 46,43 , 59
Andhra Pradesh,Kurnool,Tomato,Kg / Pcs, 29, 33 , 37,35 , 48
Andhra Pradesh,Machilipatnam,Amaranth leaves,Kg / Pcs, 10, 12 , 13,12 , 17
Andhra Pradesh,Machilipatnam,Amla,Kg / Pcs, 90, 104 , 114,108 , 149
Andhra Pradesh,Machilipatnam,Ash gourd,Kg / Pcs, 21, 24 , 27,25 , 35
Andhra Pradesh,Machilipatnam,Baby corn,Kg / Pcs, 67, 77 , 85,80 , 111
Andhra Pradesh,Machilipatnam,Banana flower,Kg / Pcs, 16, 18 , 20,19 , 26
Andhra Pradesh,Machilipatnam,Beetroot,Kg / Pcs, 29, 33 , 37,35 , 48
Andhra Pradesh,Machilipatnam,Bell Pepper (Capsicum),Kg / Pcs, 42, 48 , 53,50 , 69
Andhra Pradesh,Machilipatnam,Bitter gourd,Kg / Pcs, 31, 36 , 39,37 , 51
Andhra Pradesh,Machilipatnam,Bottlegourd,Kg / Pcs, 24, 28 , 30,29 , 40
Andhra Pradesh,Machilipatnam,Butter beans,Kg / Pcs, 47, 54 , 60,56 , 78
Andhra Pradesh,Machilipatnam,"Broad beans (Fava beans, lima beans)",Kg / Pcs, 51, 59 , 65,61 , 84
Andhra Pradesh,Machilipatnam,Cabbage,Kg / Pcs, 22, 25 , 28,26 , 36
Andhra Pradesh,Machilipatnam,Carrot,Kg / Pcs, 30, 35 , 38,36 , 50
Andhra Pradesh,Machilipatnam,Cauliflower,Kg / Pcs, 24, 28 , 30,29 , 40
Andhra Pradesh,Machilipatnam,Cluster beans,Kg / Pcs, 42, 48 , 53,50 , 69
Andhra Pradesh,Machilipatnam,Coconut (fresh),Kg / Pcs, 31, 36 , 39,37 , 51
Andhra Pradesh,Machilipatnam,Colocasia leaves (Taro leaves),Kg / Pcs, 17, 20 , 22,20 , 28
Andhra Pradesh,Machilipatnam,Colocasia roots (Taro roots),Kg / Pcs, 29, 33 , 37,35 , 48
Andhra Pradesh,Machilipatnam,Coriander leaves (Cilantro),Kg / Pcs, 10, 12 , 13,12 , 17
